name_cn,name_en,card_number,domain_cn,domain_en,cost,type_cn,type_en,rarity_cn,rarity_en,description_cn,description_en,image_url_cn,image_url_en,match_score,confidence,temporary
雾临剑冢,Mistfall,OGN·152/298,orange,Body,3,装备,Gear,稀有,Rare,每当你给予一名友方单位增益时，你可以选择支付{{橙色}}让此牌变为休眠状态，以此让该单位变为活跃状态。,"When you buff a friendly unit, you may pay {icon:body} and exhaust this to ready it.",https://cdn1.playloltcg.com/lol/card/20250731/c87bf83f234b4a128877f60596cee3f8.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1cedf0dcd6c4a44ae867e9f04f9f179d9b91c357-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
公开行动,Overt Operation,OGN·153/298,orange,Body,5,法术,Spell,稀有,Rare,"{{迅捷}}（可在你的回合或法术对决中打出。）
你可以选择任意数量拥有增益的友方单位，消耗他们身上的增益，以此让他们变为活跃状态。然后，给予所有友方单位增益。（每名未拥有增益的单位获得一个{{S}}+1增益。）","[Action] (Play on your turn or in showdowns.)For each friendly unit, you may spend its buff to ready it. Then buff all friendly units. (Each one that doesn't have a buff gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250731/c5ace6296e7a473082fae404312e5244.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/69dba13c930ba3962851346d2bc6cbeb4ca48455-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
洪荒巨力,Primal Strength,OGN·154/298,orange,Body,4,法术,Spell,稀有,Rare,"{{迅捷}}（可在你的回合或法术对决中打出。）
让一名单位在本回合内{{S}}+7。",[Action] (Play on your turn or in showdowns.)Give a unit +7 {icon:might} this turn.,https://cdn1.playloltcg.com/lol/card/20250731/87b521c8c7b84232bea84c3a8a22ad15.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd910a9836cd36340d0ffdb5fe8cb92a1069963-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"奇亚娜, 所向披靡","Qiyana, Victorious",OGN·155/298,orange,Body,4,英雄单位,Champion Unit,稀有,Rare,"{{法盾}}（对手必须支付{{A}}才能将我选作法术或技能的目标。）
当我征服一处战场时，抽一张牌或召出一枚休眠的符文。","[Deflect] (Opponents must pay {icon:rainbow} to choose me with a spell or ability.)When I conquer, draw 1 or channel 1 rune exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/b32333c337fd4f23865a275b5a20091f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/90d1a07ef0c6c8282e6eee77e479254f50752eb2-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
暗中破坏,Sabotage,OGN·156/298,orange,Body,1,法术,Spell,稀有,Rare,指定一名对手，让其展示手牌，并从中选择一张非单位卡牌，让对手将其回收。,"Choose an opponent. They reveal their hand. Choose a non-unit card from it, and recycle that card.",https://cdn1.playloltcg.com/lol/card/20250731/6d3ae7cff73442788bb5b94dd4a9874f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/70f186b85fd224ee23dcf64957f0fab835d28040-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"乌迪尔, 荒野化身","Udyr, Wildman",OGN·157/298,orange,Body,6,英雄单位,Champion Unit,稀有,Rare,"消耗我的增益：从以下中选择一个你本回合内尚未选过的效果-
·对战场上的一名单位造成2点伤害。
·眩晕战场上的一名单位。
·让我变为活跃状态。
·使我本回合内获得{{游走}}。",Spend my buff: Choose one you've not chosen this turn —* Deal 2 to a unit at a battlefield.* Stun a unit at a battlefield.* Ready me.* Give me [Ganking] this turn.,https://cdn1.playloltcg.com/lol/card/20250731/0582287f5ab14286a95feb08c5292c22.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2e461e5d05b5ee86e47a425c42c6f3b3c12bc4cf-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"沃利贝尔, 雄浑巨力","Volibear, Imposing",OGN·158/298,orange,Body,12,英雄单位,Champion Unit,稀有,Rare,"{{坚守3}}（如果我是防守方，则{{S}}+3。）
{{壁垒}}（我在战斗中首先承担伤害。）
每当对手移动单位到我不在的其他战场时，你抽一张牌。（基地不算作战场。）","[Shield 3] (+3 {icon:might} while I'm a defender.)[Tank] (I must be assigned combat damage first.)When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)",https://cdn1.playloltcg.com/lol/card/20250731/007fd8351c474606bdd19ce8caeca778.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bcb15f95f4a72f8b070a3b1cd54e6482fe1a4b3e-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"沃利贝尔, 雄浑巨力","Volibear, Imposing",OGN·158a/298,orange,Body,12,英雄单位,Champion Unit,异画,Showcase,"{{坚守3}}（如果我是防守方，则{{S}}+3。）
{{壁垒}}（我在战斗中首先承担伤害。）
每当对手移动单位到我不在的其他战场时，你抽一张牌。（基地不算作战场。）","[Shield 3] (+3 {icon:might} while I'm a defender.)[Tank] (I must be assigned combat damage first.)When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)",https://cdn1.playloltcg.com/lol/card/20250731/266568e2068b42408ff48025903469e4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/faceb90b6a46e79eadba43871b8cffe1ec5037a7-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"沃里克, 追猎者","Warwick, Hunter",OGN·159/298,orange,Body,6,英雄单位,Champion Unit,稀有,Rare,"我以活跃状态进场。
当我进攻时，摧毁此处所有已受伤的敌方单位。","I enter ready.When I attack, kill all damaged enemy units here.",https://cdn1.playloltcg.com/lol/card/20250731/65761937e5f94e5f8e0de143b8683453.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fcbf878905001fa81858e9f081346fd05425f264-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
闪耀极光,Dazzling Aurora,OGN·160/298,orange,Body,9,装备,Gear,史诗,Epic,"在你的回合即将结束时，从主牌堆顶部开始逐一展示卡牌，直到翻出一名单位为止，然后将其打出，无视费用，并回收其余的卡牌。
[以下为勘误修正]
在你的回合结束时，从主牌堆顶部开始逐一展示卡牌，直到翻出一名单位为止，将其放逐，然后将其打出，无视费用，并回收其余的卡牌。","At the end of your turn, reveal cards from the top of your Main Deck until you reveal a unit. Play it, ignoring its cost, and recycle the rest.",https://cdn1.playloltcg.com/lol/card/20250731/72765d22d3ff41f1930dc1b542cb6253.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c023856a50c75058465f283d181277ce265ba108-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
亡花掠食者,Deadbloom Predator,OGN·161/298,orange,Body,8,单位,Unit,史诗,Epic,"{{法盾}}（对手必须支付{{A}}才能将我作为法术或技能的目标。）
你可以选择将我打出到敌方控制的战场。",[Deflect] (Opponents must pay {icon:rainbow} to choose me with a spell or ability.)You may play me to an occupied enemy battlefield.,https://cdn1.playloltcg.com/lol/card/20250731/8bb335bf1d7d40ee9e2e21a370c1d89b.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/112b4b3847b26ea2d245ac0976717d109be7b032-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"厄运小姐, 船长","Miss Fortune, Captain",OGN·162/298,orange,Body,5,英雄单位,Champion Unit,史诗,Epic,"{{急速}}（你可以选择额外支付{{1}}和{{橙色}}，让我以活跃状态进场。）
{{游走}}（我可以向其他战场进行移动。）
每回合首次：当我移动时，让一个其他休眠的物体变为活跃状态（包括传奇和符文）。","[Accelerate] (You may pay {icon:1}{icon:body} as an additional cost to have me enter ready.)[Ganking] (I can move from battlefield to battlefield.)The first time I move each turn, you may ready something else that's exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/f653f9e5165b4caaa431ce31b955ad90.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c7b219245cd6c6ee835974dd74771bc605289de-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"厄运小姐, 船长","Miss Fortune, Captain",OGN·162a/298,orange,Body,5,英雄单位,Champion Unit,异画,Showcase,"{{急速}}（你可以选择额外支付{{1}}和{{橙色}}，让我以活跃状态进场。）
{{游走}}（我可以向其他战场进行移动。）
每回合首次：当我移动时，让一个其他休眠的物体变为活跃状态（包括传奇和符文）。","[Accelerate] (You may pay {icon:1}{icon:body} as an additional cost to have me enter ready.)[Ganking] (I can move from battlefield to battlefield.)The first time I move each turn, you may ready something else that's exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/a4ed536edb7946b9abf13d49cf1b86c6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a7a0dfa952259993fa0d8998a820585ff4f81c6-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
力量之印,Seal Of Strength,OGN·163/298,orange,Body,0,装备,Gear,史诗,Epic,{{横置}}：{{反应}}—{{获得}}{{橙色}}，用以支付符能费用。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:body}. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250731/b4a0a49fa6ad47ddb8cbcd656cee8f2c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/415644b2798348e3d7198ec900cc40aaa4eb8bdf-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"瑟提, 铁拳","Sett, Brawler",OGN·164/298,orange,Body,5,英雄单位,Champion Unit,史诗,Epic,"当我被打出时、或当我征服一处战场时，给予我增益。（如果我未拥有增益，则获得一个{{S}}+1增益。）
消耗我的增益：让我本回合内{{S}}+4。","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 {icon:might} buff.)Spend my buff: Give me +4 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/76239d38ecae4541955586d622634d7b.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00ddd4d478f2e49e18a60ed67f4d1452041b7da3-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"瑟提, 铁拳","Sett, Brawler",OGN·164a/298,orange,Body,5,英雄单位,Champion Unit,异画,Showcase,"当我被打出时、或当我征服一处战场时，给予我增益。（如果我未拥有增益，则获得一个{{S}}+1增益。）
消耗我的增益：让我本回合内{{S}}+4。","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 {icon:might} buff.)Spend my buff: Give me +4 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/0186f99f88df47cb8e9fdfddc0e67e24.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/26e65c15e8a1ce1a9cd60d96345c7916e67e00ac-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
牧灵犬,Cemetery Attendant,OGN·165/298,purple,Chaos,3,单位,Unit,普通,Common,当你打出我时，让一名单位从你的废牌堆返回手牌。,"When you play me, return a unit from your trash to your hand.",https://cdn1.playloltcg.com/lol/card/20250731/220df3afddc34b67b5e629bb985ac627.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bbbe6923105c53fc6b2a44430db940e009609b6-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
混沌符文,Chaos Rune,OGN·166/298,purple,Chaos,,符文,Basic Rune,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/6accc6b1cf5d45fb9a8dd86699700f9c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png?auto=format&fit=fill&q=80&w=437,35,low,NO
混沌符文,Chaos Rune,OGN·166a/298,purple,Chaos,,符文,Basic Rune,异画,Showcase,,,https://cdn1.playloltcg.com/lol/card/20250731/97a081c5201c404aaf1edd2844fd6f71.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbcde2f71fcc06fb8afc83855e24447a393f8943-1488x2078.png?auto=format&fit=fill&q=80&w=437,35,low,NO
余火修士,Ember Monk,OGN·167/298,purple,Chaos,4,单位,Unit,普通,Common,每当你将一张牌从正面朝下的{{待命}}状态中打出时，让我本回合内{{S}}+2。,"When you play a card from [Hidden], give me +2 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/0b5efe22be524636b53c9fd3353ac15f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0441f70a7acc377d8cbe08559b7a2fc3139c903b-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
战或逃,Fight Or Flight,OGN·168/298,purple,Chaos,2,法术,Spell,普通,Common,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
{{迅捷}}（可在你的回合或法术对决中打出。）
将一名单位从战场上移动到其所属的基地。",[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)[Action] (Play on your turn or in showdowns.)Move a unit from a battlefield to its base.,https://cdn1.playloltcg.com/lol/card/20250731/14cec4504fb24ac292c7f9498cb22d5c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c3d543ab6c3809f45f3e410d59d376b4bee6de7-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
罡风,Gust,OGN·169/298,purple,Chaos,1,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
让战场上一名不高于3{{S}}的单位返回其所属的手牌。","[Reaction] (Play any time, even before spells and abilities resolve.)Return a unit at a battlefield with 3 {icon:might} or less to its owner's hand.",https://cdn1.playloltcg.com/lol/card/20250731/943c368a7aed4074a679c95042104b3c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd3b161ab76ba0c5d503384f1289b3395434b10-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
亡者复生,Morbid Return,OGN·170/298,purple,Chaos,2,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
让你废牌堆里的一名单位返回手牌。",[Action] (Play on your turn or in showdowns.)Return a unit from your trash to your hand.,https://cdn1.playloltcg.com/lol/card/20250731/085b7d5a08c44f65b88df55a21cd7f2d.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33b5ca4e580b94f2056bd884a4a35e8c630920a2-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
叨叨魄罗,Mystic Poro,OGN·171/298,purple,Chaos,2,单位,Unit,普通,Common,{{预知}}（当你打出我时，查看主牌堆顶部的一张牌，你可以选择将其回收。）,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)",https://cdn1.playloltcg.com/lol/card/20250731/33efc170ae7a43198c8fbbf08d6d46e0.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/11af57d045768e886d05e1c0933b0d57cb1e459d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
责退,Rebuke,OGN·172/298,purple,Chaos,2,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
让一名战场上的单位返回其所属的手牌。",[Action] (Play on your turn or in showdowns.)Return a unit at a battlefield to its owner's hand.,https://cdn1.playloltcg.com/lol/card/20250731/6186829f13eb46ba9026a54209fc779c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8e1ad72e9d562f9267c1512f29e9c04dc5cc15f-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
驭风而行,Ride The Wind,OGN·173/298,purple,Chaos,2,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
移动一名友方单位，然后让其变为活跃状态。",[Action] (Play on your turn or in showdowns.)Move a friendly unit and ready it.,https://cdn1.playloltcg.com/lol/card/20250731/b324c115c3084f069a5b45ffed9bd192.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/864d9f8992db7f9a9e795d9438d941ca564ddde7-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
大塞斥候,Sai Scout,OGN·174/298,purple,Chaos,6,单位,Unit,普通,Common,"{{预知}}（当你打出我时，查看主牌堆顶部的一张牌，你可以选择将其回收。）
你可以选择将我打出到一处开放的战场。","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)You may play me to an open battlefield.",https://cdn1.playloltcg.com/lol/card/20250731/9f2de19543a84041bb1c9423a2e85fca.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eab1fc8c95931519319c4c80681a261d75214c48-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
船坞潜伏者,Shipyard Skulker,OGN·175/298,purple,Chaos,3,单位,Unit,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/45d20da29a37445fb2afe6933a37a7c4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/000634f32b897638760b82e5365961f6d85bc0cb-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
鬼祟的水手,Sneaky Deckhand,OGN·176/298,purple,Chaos,3,单位,Unit,普通,Common,你可以选择将我打出到一处开放的战场。,You may play me to an open battlefield.,https://cdn1.playloltcg.com/lol/card/20250731/899ae0268b0d43008a9a7fed91dcaacd.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f95b6aac293d8e477192281df47d8466da502bf-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
隐秘追踪者,Stealthy Pursuer,OGN·177/298,purple,Chaos,4,单位,Unit,普通,Common,每当有友方单位从我的位置向别处移动时，我可以选择跟随它一起移动。,"When a friendly unit moves from my location, I may be moved with it.",https://cdn1.playloltcg.com/lol/card/20250731/b2a61905c6744443aad1302d2813ceeb.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab23fd84badd67e9981512acbe6c3e9a8f97f42d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
卧底特工,Undercover Agent,OGN·178/298,purple,Chaos,5,单位,Unit,普通,Common,{{绝念}}—弃置两张手牌，然后抽两张牌。（当我被摧毁后，发动此效果。）,"[Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)",https://cdn1.playloltcg.com/lol/card/20250731/6b4ebf72e7574aaca32a75dc56f26de6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e4e318c0cc97b13646ee454da71046a09236e47-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
折戟再战,Acceptable Losses,OGN·179/298,purple,Chaos,1,法术,Spell,不凡,Uncommon,"{{迅捷}}（可在你的回合或法术对决中打出。）
每名玩家摧毁自己的一件装备。",[Action] (Play on your turn or in showdowns.)Each player kills one of their gear.,https://cdn1.playloltcg.com/lol/card/20250731/d0ebadfe9dee4cd99837bec4ea040b2e.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b470bab1ae511ab9de0b1ce576e2050532a081-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
逝水如镜,Fading Memories,OGN·180/298,purple,Chaos,4,法术,Spell,不凡,Uncommon,让一名战场上的单位或一件装备变为{{瞬息}}。（在其控制者的下个回合开始阶段，结算得分之前将其摧毁。）,"Give a unit at a battlefield or a gear [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",https://cdn1.playloltcg.com/lol/card/20250731/cf608e01354c44928cf471919f7b42d6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a2b366942f1a7ec1f4bd3c1b17e10356214705d7-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
奇妙行囊,Pack Of Wonders,OGN·181/298,purple,Chaos,2,装备,Gear,不凡,Uncommon,"{{横置}}：让另一张友方装备、单位或{{待命}}卡牌返回其所属的手牌。
[以下为勘误修正]
{{横置}}：让另一张友方装备、单位或正面朝下的卡牌返回其所属的手牌。","{icon:exhaust}: Return another friendly gear, unit, or [Hidden] card to its owner's hand.",https://cdn1.playloltcg.com/lol/card/20250731/72c45de6a6ce43429df4c98eb18a414c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0830f326c49abe7fb1d3c9787e7ce5d7b776eec-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
废料堆,Scrapheap,OGN·182/298,purple,Chaos,2,装备,Gear,不凡,Uncommon,当此牌被打出、弃置或摧毁时，抽一张牌。,"When this is played, discarded, or killed, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/1a5830245b774bf181db608fc1303d63.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198088dda16a95186a597433c3a62e8d982e666c-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
卡牌骗术,Stacked Deck,OGN·183/298,purple,Chaos,1,法术,Spell,不凡,Uncommon,"{{迅捷}}（可在你的回合或法术对决中打出。）
查看你主牌堆顶部的三张牌。选择其中一张加入手牌，并回收其余的卡牌。",[Action] (Play on your turn or in showdowns.)Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.,https://cdn1.playloltcg.com/lol/card/20250731/3a99f760c3674b4b95bd67c533b912b3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fdcb22cb620a4c1c37920d6b744edb615647cbd4-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
塞壬号,The Syren,OGN·184/298,purple,Chaos,2,装备,Gear,不凡,Uncommon,支付{{1}}，{{横置}}：将战场上的一名友方单位移动到其所属的基地。,"{icon:1}, {icon:exhaust}: Move a friendly unit at a battlefield to its base.",https://cdn1.playloltcg.com/lol/card/20250731/0f5009f520ab4f15a897e87326870d28.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cafdd212b542243e10e5fac587616ab77e3d9cf1-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
旅行商人,Traveling Merchant,OGN·185/298,purple,Chaos,2,单位,Unit,不凡,Uncommon,每当我移动时，弃置一张手牌，然后抽一张牌。,"When I move, discard 1, then draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/4412781634d047c3ada64d8dbdaf93be.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7dbebe2bf5691391c8e4146e478b8bd2ac40aef-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
无主宝藏,Treasure Trove,OGN·186/298,purple,Chaos,2,装备,Gear,不凡,Uncommon,"当此牌离场时，抽一张牌，然后召出一枚休眠的符文。
支付{{紫色}}，{{横置}}：摧毁此牌。","When this leaves the board, draw 1 and channel 1 rune exhausted.{icon:chaos}, {icon:exhaust}: Kill this.",https://cdn1.playloltcg.com/lol/card/20250731/640f1dab4cbe40f1bb0b6eb941803270.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/682f5ee828ede4dbaf428cd0666db64ee8bae722-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
飓风席卷,Whirlwind,OGN·187/298,purple,Chaos,4,法术,Spell,不凡,Uncommon,从下一名玩家开始，每名玩家可以选择让一名单位返回其所属的手牌。,"Starting with the next player, each player may return a unit to its owner's hand.",https://cdn1.playloltcg.com/lol/card/20250731/11601762a7f24d0f8751af3fe41dd93c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24f5e0a8811b5a0e0930c0f6476600e2a37a5f93-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
祖安保镖,Zaunite Bouncer,OGN·188/298,purple,Chaos,4,单位,Unit,不凡,Uncommon,当你打出我时，让另一名单位从战场上返回其所属的手牌。,"When you play me, return another unit at a battlefield to its owner's hand.",https://cdn1.playloltcg.com/lol/card/20250731/ce674d97a91f4153b6e809720a28f32f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f4e8258e3920e4a4654cfe74faf8c266f2aa5dd-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"凯隐, 巨镰奔扬","Kayn, Unleashed",OGN·189/298,purple,Chaos,6,英雄单位,Champion Unit,稀有,Rare,"{{游走}}（我可以向其他战场进行移动。）
在本回合内，如果我移动了两次，则我免疫伤害。","[Ganking] (I can move from battlefield to battlefield.)If I have moved twice this turn, I don't take damage.",https://cdn1.playloltcg.com/lol/card/20250731/2616f9cc286c40858d62524cb60f7e1d.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a1ce0e784264748f170bebb3b26a09a7f55efe0f-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"克格莫, 腐蚀巨口","Kog'Maw, Caustic",OGN·190/298,purple,Chaos,3,英雄单位,Champion Unit,稀有,Rare,{{绝念}}-对我所处战场上的所有单位各造成4点伤害。（当我被摧毁后，发动此效果。）,"[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",https://cdn1.playloltcg.com/lol/card/20250731/0048e9ad0d4a44ea96a078faa4c0bff2.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ba2b780619714f2bf97597a180f3b118f4faf55-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
疯狂海寇,Maddened Marauder,OGN·191/298,purple,Chaos,5,单位,Unit,稀有,Rare,"{{壁垒}}（我在战斗中首先承担伤害。）
当你打出我时，将一名单位从战场上移动到其所属的基地。","[Tank] (I must be assigned combat damage first.)When you play me, move a unit from a battlefield to its base.",https://cdn1.playloltcg.com/lol/card/20250731/6de2abf0352f4a1faf4bd1ec6d11f2ae.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f3a2ab8e5894e0dd1b625ee29f3304e7832ef9a-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
辟心玄龙,Mindsplitter,OGN·192/298,purple,Chaos,7,单位,Unit,稀有,Rare,当你打出我时，让一名对手展示手牌，然后从中选择一张，让对手将其弃置。,"When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",https://cdn1.playloltcg.com/lol/card/20250731/79ce5c37d9f544998826d2330b348e87.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8753058698cff6455da6cccd13a7fe901a164051-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"厄运小姐, 海盗","Miss Fortune, Buccaneer",OGN·193/298,purple,Chaos,4,英雄单位,Champion Unit,稀有,Rare,"你可以选择将我打出到一处开放的战场。
当我在场上时，你可以选择将友方单位打出到一处开放的战场。",You may play me to an open battlefield.Friendly units may be played to open battlefields.,https://cdn1.playloltcg.com/lol/card/20250731/a7f528cb6a41475f84b2f360976186b5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6ff9ad3d6e2b96ff76cda4c7bc75415c1cdcced-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"厄运小姐, 海盗","Miss Fortune, Buccaneer",OGN·193a/298,purple,Chaos,4,英雄单位,Champion Unit,异画,Showcase,"你可以选择将我打出到一处开放的战场。
当我在场上时，你可以选择将友方单位打出到一处开放的战场。",You may play me to an open battlefield.Friendly units may be played to open battlefields.,https://cdn1.playloltcg.com/lol/card/20250731/fa496dba524a4f718ed96634950a0bfb.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fde2eeb516af55b24467569aa982037f5b67b89-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
